,har_feat0,har_feat1,har_feat2,har_feat3,har_feat4,har_feat5,har_feat6,har_feat7,har_feat8,har_feat9,har_feat10,har_feat11,har_feat12,har_feat13,R-mean,G-mean,B-mean,R-std,G-std,B-std,Label
5927,0.005752641,22.85109,0.8760053,92.18007,0.3307086,209.82135,345.8692,6.101141,8.675448,0.0013258804,2.936966,-0.33912084,0.9743136,3.125071,104.90793,104.92767,104.92659,9.5981455,9.617799,9.618704,0
4478,0.00683744,14.629202,0.91233647,83.4383,0.40210107,151.488,319.12402,6.0508385,8.361133,0.0019087471,2.731721,-0.38085574,0.98251593,2.696203,75.75254,75.752655,75.7117,9.131982,9.132444,9.1409025,0
6108,0.049323462,6.3403716,0.9916214,378.92307,0.50856245,65.19395,1509.3519,4.2886443,6.0455112,0.0016872173,2.147548,-0.43880668,0.9773989,3.2834718,32.639187,32.642857,32.66009,19.563772,19.568132,19.554781,0
5435,0.005205911,23.320892,0.88509166,101.471405,0.32712513,212.00946,382.56473,6.188204,8.803406,0.0012808868,2.9786427,-0.34027582,0.97574395,3.1171558,105.97961,106.00321,105.99973,10.057704,10.07724,10.076584,0
2264,0.0030520856,22.61177,0.9696713,373.37354,0.32220104,106.612045,1470.8823,6.8725386,9.689904,0.0009888859,3.1665359,-0.3722277,0.989547,3.7831876,53.327335,53.42305,53.332916,19.462973,19.405367,19.449469,1
4563,0.003640318,20.18186,0.98741,802.25116,0.35873666,373.03064,3188.8228,7.1470146,9.6529665,0.00083187287,3.0329928,-0.44516358,0.99643606,3.871935,186.44289,186.47806,186.45164,28.41136,28.41362,28.395899,0
256,0.00214374,49.53633,0.92309576,322.08835,0.24689813,259.60855,1238.8171,7.061956,10.375162,0.00073624286,3.5761752,-0.3133643,0.97667354,3.9869153,129.73398,129.78027,129.77774,17.947412,17.959267,17.955725,1
996,0.0015121099,43.752613,0.96480477,621.7536,0.25497213,261.64633,2443.262,7.5197983,10.873809,0.00064729806,3.5754752,-0.34917253,0.9895654,4.2837667,130.78821,130.83153,130.8279,24.950191,24.957825,24.951517,1
5334,0.0016361176,21.18097,0.98916656,978.2453,0.35139415,200.76901,3891.8003,7.733246,10.450157,0.0010059469,3.1103845,-0.465417,0.9983681,3.4752293,100.27474,100.31127,100.30127,31.333187,31.331734,31.348839,0
1936,0.0023871004,17.764273,0.9872147,695.06647,0.38038576,134.40137,2762.5017,7.422687,9.968058,0.0013332583,2.9912117,-0.46768752,0.99794453,3.4746032,67.14048,67.16115,67.12572,26.412134,26.398222,26.406912,0
5674,0.0023987014,14.376667,0.98838276,618.87616,0.38694105,370.62256,2461.128,7.4292583,9.87461,0.0008465548,2.873859,-0.47551402,0.9981189,3.510119,185.24883,185.28075,185.26115,24.905462,24.894087,24.884752,1
919,0.0030676357,13.070206,0.98299575,384.53052,0.41373426,106.297356,1525.0519,7.1025114,9.471988,0.0014946964,2.806645,-0.4685635,0.99743897,3.258047,53.127728,53.198387,53.128376,19.667175,19.625685,19.645226,0
3319,0.002030569,23.396711,0.9726966,428.649,0.31735036,221.18059,1691.1993,7.294495,10.198318,0.00095046946,3.1676369,-0.3976468,0.99391234,3.6354015,110.51523,110.5445,110.53838,20.7133,20.738192,20.748436,0
4710,0.0026624925,35.641197,0.92608756,241.09372,0.2847091,265.72095,928.7337,6.8646398,9.96251,0.0008368799,3.3682735,-0.32638884,0.97979856,3.6082685,132.81575,132.86409,132.86299,15.518257,15.531891,15.525937,0
4172,0.002829594,10.261045,0.98997384,511.95914,0.43491986,111.996414,2037.5754,7.2650776,9.493159,0.0015871859,2.6610742,-0.5065895,0.9986635,3.0928063,55.970528,56.027493,55.973904,22.680376,22.64438,22.65615,0
4815,0.0022228353,24.810986,0.96293795,334.9532,0.31016108,307.26178,1315.0018,7.104033,9.993541,0.0008414739,3.1701653,-0.38251537,0.99143255,3.4747229,153.59105,153.64616,153.62888,18.351027,18.34502,18.327305,0
3030,0.04460358,17.539204,0.9266883,119.78246,0.5430848,44.356903,461.59064,5.157038,6.4175797,0.003784107,2.336023,-0.47856772,0.98795456,2.5558136,22.199495,22.214092,22.211742,10.983713,11.006985,10.991785,0
3513,0.008490086,7.080856,0.9873124,279.36,0.50058526,75.38448,1110.3591,6.4933596,8.344717,0.0019205468,2.3915267,-0.5191465,0.9978892,3.1798847,37.673763,37.75016,37.697556,16.77608,16.78711,16.769188,0
5072,0.0017220479,23.486986,0.9791013,562.1016,0.30797958,229.56667,2224.9194,7.4677567,10.402135,0.00086903304,3.1903164,-0.40816358,0.99542737,3.8476224,114.68145,114.7143,114.70858,23.714615,23.735785,23.742212,0
2836,0.0019985226,32.015793,0.96424377,447.82108,0.30034098,202.77876,1759.2686,7.274151,10.337693,0.0009135666,3.3502874,-0.3708555,0.991178,3.7944856,101.365364,101.38526,101.37297,21.157454,21.178633,21.195608,0
3315,0.0026027341,31.388227,0.9386737,255.90866,0.29228827,225.3956,992.2464,6.916016,9.934405,0.0009583333,3.2873943,-0.34423935,0.9844562,3.5774171,112.651054,112.68362,112.68278,15.981114,15.9998665,16.003407,0
4638,0.0057389825,19.377083,0.88614064,85.14636,0.3496313,193.78929,321.20837,6.105606,8.610674,0.0013503731,2.8265047,-0.35113314,0.9774169,2.7586172,96.893715,96.90177,96.898186,9.234555,9.249023,9.253505,0
584,0.0027483448,23.287125,0.96041733,294.40384,0.32623905,340.12488,1154.3282,7.0064664,9.784303,0.00082185166,3.132232,-0.38961563,0.99171907,3.3995614,170.0159,170.05536,170.02824,17.215656,17.19835,17.196041,1
5847,0.0016518733,33.102592,0.97678465,713.6304,0.28957585,214.5187,2821.419,7.5519857,10.663322,0.0007645495,3.3825896,-0.389669,0.99443287,4.048165,107.314705,107.33894,107.32406,26.776993,26.80053,26.809599,0
3011,0.009215151,8.327191,0.97730684,183.61298,0.48097414,63.589664,726.1247,6.2615914,8.159365,0.0026697337,2.428791,-0.4921005,0.9963214,2.8397932,31.776625,31.835024,31.791904,13.569101,13.602539,13.561697,0
3558,0.0021245736,19.971039,0.9803578,508.83478,0.33147088,188.25984,2015.3682,7.368735,10.123475,0.0011109564,3.0654643,-0.4268956,0.9962978,3.4016118,94.07045,94.096016,94.08085,22.617847,22.61525,22.637465,0
4331,0.0012428272,35.504265,0.9802403,899.1384,0.27940288,216.54498,3561.0496,7.827066,10.996045,0.00080173597,3.438241,-0.4035057,0.9961009,4.077046,108.21417,108.24732,108.23337,30.032984,30.044546,30.061571,0
2460,0.0037345546,9.853832,0.99189675,608.34973,0.46125478,102.71628,2423.5452,7.164588,9.227162,0.0019857744,2.5718172,-0.52952045,0.9989854,2.9173553,51.350792,51.39504,51.346294,24.72668,24.705357,24.705679,0
6029,0.0051938877,15.664976,0.9586841,189.67654,0.3847228,169.57387,743.0412,6.5141788,9.000223,0.0013054151,2.8597803,-0.39523226,0.9896735,3.2548866,84.79299,84.79714,84.76829,13.7826,13.793519,13.8141,0
4126,0.003266813,27.73278,0.9306466,200.01424,0.30973905,252.56511,772.32416,6.70492,9.556933,0.0009586437,3.1657283,-0.35135287,0.9835216,3.3454847,126.23937,126.28709,126.28903,14.147003,14.161001,14.157672,0
5229,0.0030296198,8.310035,0.9976776,1790.0917,0.4963241,130.6945,7152.0566,7.841253,9.758198,0.0013446799,2.5475404,-0.60431004,0.9998342,3.210071,65.33636,65.38818,65.34208,42.391315,42.36965,42.41627,0
88,0.0014048076,31.884342,0.97709924,696.82404,0.27937552,267.22488,2755.4119,7.668289,10.817354,0.000703037,3.3727407,-0.3930137,0.994974,4.023118,133.51917,133.56424,133.55505,26.460783,26.473202,26.465448,1
2693,0.0014245003,32.41545,0.97733057,715.04956,0.28489867,335.0039,2827.783,7.6572886,10.755152,0.0006663017,3.3919952,-0.39619404,0.9950576,4.076366,167.40834,167.44844,167.4293,26.767574,26.75764,26.745007,1
4985,0.003574002,21.571482,0.94633234,200.93085,0.34422114,300.89612,782.1519,6.7165565,9.366106,0.0009707777,3.0117562,-0.38586932,0.98943436,3.044871,150.39935,150.47142,150.46104,14.181404,14.166285,14.1512165,1
267,0.0021504126,36.40351,0.9495571,361.03174,0.2758922,209.93593,1407.7235,7.160363,10.34442,0.00080607267,3.4266467,-0.34200206,0.98551595,3.9118528,104.91229,104.93632,104.927124,19.005459,19.027056,19.034311,1
5816,0.013305742,14.282482,0.8242524,40.637474,0.41905,225.43416,148.26741,5.4411077,7.6590533,0.001495388,2.6744518,-0.3402527,0.9644201,2.5772874,112.67129,112.752464,112.71721,6.3682895,6.3784833,6.3814464,0
1077,0.0015395809,41.61179,0.9734166,782.7455,0.25767764,312.69156,3089.37,7.5900464,10.860268,0.000571479,3.547921,-0.36851293,0.9926371,4.2455964,156.3122,156.35156,156.33122,27.995005,27.99075,27.982376,1
1353,0.0013187311,24.364574,0.9881308,1026.2164,0.31129423,318.29358,4080.501,7.8092446,10.732233,0.00075233926,3.2187057,-0.43572894,0.9975684,3.956703,159.04247,159.08176,159.06914,32.028294,32.020752,32.00906,1
397,0.044257708,30.866936,0.99398243,2566.0525,0.42121822,144.45029,10233.343,7.2085657,9.732,0.00092485384,3.2538686,-0.48974895,0.99851525,4.45804,72.21109,72.249985,72.212395,50.73514,50.730965,50.760033,1
2239,0.0036625683,36.44656,0.87721103,148.42125,0.28942433,317.28796,557.2384,6.489442,9.451502,0.0008298999,3.3167474,-0.31278363,0.9712696,3.1753638,158.61168,158.6672,158.6464,12.206881,12.184563,12.164312,0
1860,0.0033380259,24.480211,0.97434634,478.5208,0.32095194,357.6613,1889.603,7.0198765,9.786553,0.00075731345,3.1763895,-0.3875082,0.99135286,3.8276644,178.71979,178.73993,178.72603,22.079187,22.062477,22.0686,0
232,0.0015505729,24.56291,0.9812233,654.1126,0.30217278,258.2083,2591.8875,7.57236,10.547941,0.0008326614,3.217369,-0.4104223,0.99591327,3.7864745,129.02818,129.07318,129.07071,25.567814,25.582733,25.576414,1
3334,0.0032423036,23.728138,0.94164526,203.34296,0.32250023,258.93307,789.64374,6.7433424,9.481203,0.0009755679,3.071039,-0.37252432,0.98791295,3.2078187,129.42076,129.469,129.47028,14.259771,14.274014,14.270201,0
5058,0.0036762615,28.921967,0.9147275,169.61981,0.3102049,210.82504,649.55725,6.565217,9.445144,0.0009009546,3.186155,-0.33281794,0.9784251,3.3801124,105.40333,105.42722,105.42567,13.017273,13.038134,13.040053,0
3486,0.0014504055,26.097063,0.98068994,676.18225,0.291853,290.66528,2678.6318,7.5995545,10.625296,0.00066474546,3.2549982,-0.40495154,0.99565196,3.8643987,145.20416,145.25319,145.2391,26.058258,26.05781,26.04606,1
4337,0.0057436246,16.499128,0.9097891,91.473305,0.3702946,199.04837,349.3941,6.15986,8.544034,0.0016022217,2.7256825,-0.37942335,0.98401195,2.6230733,99.50647,99.51948,99.51587,9.560281,9.579294,9.580147,0
295,0.034577493,12.949835,0.9977541,2883.9282,0.4755855,121.28298,11522.763,7.357468,9.40509,0.0010998683,2.7897868,-0.57093227,0.9995904,3.806667,60.6307,60.70297,60.63404,53.769547,53.74436,53.789917,1
1212,0.0017918013,32.65014,0.9626705,437.63828,0.27773792,260.92325,1717.903,7.3309646,10.479189,0.0007452363,3.383127,-0.36323878,0.9903918,3.9171994,130.40027,130.44833,130.44408,20.95323,20.970268,20.96602,0
5853,0.0037193922,14.188117,0.98019516,358.4727,0.42206648,93.122795,1419.7026,6.9212704,9.196042,0.0015900239,2.71348,-0.47297695,0.99721724,2.9469817,46.54336,46.59864,46.542824,18.994267,18.976704,18.962181,0
5998,0.006848259,15.594263,0.9977004,3391.1958,0.44286495,156.08003,13549.189,7.8262057,10.001135,0.0009380376,2.914706,-0.5733072,0.9997402,3.7801008,77.96329,78.05767,77.964035,58.27654,58.221462,58.32144,0
3348,0.0028760573,21.105753,0.96187854,276.91403,0.340061,140.43057,1086.5503,6.9296155,9.690569,0.0011556243,3.0808253,-0.384315,0.9908015,3.4194736,70.22528,70.24227,70.20256,16.66562,16.644995,16.660803,0
1148,0.0023136076,9.257589,0.9949091,909.5113,0.4673572,141.32022,3628.7876,7.6981807,9.840848,0.0014569307,2.596196,-0.5523479,0.9995264,3.1463602,70.59367,70.643875,70.596405,30.18175,30.15587,30.188347,0
2834,0.0018240749,21.373663,0.9828732,624.2379,0.32615867,211.311,2475.578,7.4823556,10.290351,0.0009738303,3.099499,-0.42947567,0.99660575,3.5680323,105.68733,105.713585,105.70047,24.999912,25.028187,25.041792,0
476,0.002042268,23.57379,0.9689819,380.038,0.3102589,299.7821,1496.5781,7.212337,10.121368,0.00082620425,3.1735232,-0.38876945,0.9928565,3.5900092,149.83904,149.89432,149.88205,19.509726,19.50402,19.488207,1
5496,0.0012350606,22.431307,0.9942234,1944.0361,0.31662962,321.58585,7753.7134,8.115722,10.964645,0.0007149465,3.180479,-0.46801123,0.9988634,3.9250164,160.55879,160.59811,160.57634,44.26504,44.258133,44.258583,1
5550,0.0030235518,26.175114,0.94854516,254.6361,0.30928892,227.32167,992.36926,6.8689427,9.7088375,0.0009152823,3.151997,-0.36762097,0.988168,3.6035595,113.660194,113.69171,113.69386,15.998662,16.01776,16.017332,0
3356,0.002881652,11.470299,0.9949734,1141.2875,0.43889764,139.49243,4553.6797,7.5411725,9.733091,0.0014842172,2.7538116,-0.5390325,0.9993684,3.157276,69.667114,69.720116,69.663,33.838135,33.781208,33.848675,0
2314,0.0077818013,4.2430162,0.99404037,356.14206,0.6095044,74.44646,1420.3252,6.7835464,8.267995,0.0031430456,2.0592663,-0.6153408,0.9995096,2.5221024,37.2106,37.26143,37.2187,18.90669,18.906897,18.904552,0
638,0.0019230414,36.15213,0.9518816,375.82367,0.271232,254.4613,1467.1426,7.1992745,10.39361,0.00073783123,3.4342866,-0.34300113,0.9865654,3.9021907,127.235535,127.28051,127.27907,19.404833,19.420527,19.415264,1
6128,0.06501318,17.559864,0.9904139,915.9097,0.5380334,60.73652,3646.079,4.1998944,5.4701877,0.0011670984,2.4717126,-0.35610202,0.9352794,3.6346154,30.36616,30.372646,30.372334,30.261845,30.270304,30.263285,0
4161,0.050298452,18.2649,0.2690522,12.498419,0.49874312,32.4802,31.728775,3.9239464,5.0720944,0.0039887237,2.0183144,-0.45255578,0.9671339,2.6177206,16.237167,16.243677,16.237738,3.54303,3.5289028,3.5579486,0
4168,0.001316368,18.582468,0.99159527,1105.8148,0.3333855,211.90814,4404.677,7.8970957,10.654914,0.00095157337,3.054701,-0.46883425,0.99868286,3.5866523,105.88126,105.91994,105.90219,33.273293,33.281364,33.302807,0
5012,0.0018354814,35.77656,0.9589947,436.33548,0.276745,320.92813,1709.5653,7.264587,10.398254,0.0007254649,3.420529,-0.35807982,0.9890886,3.8405378,160.41023,160.45807,160.44049,20.916693,20.899818,20.889893,0
3240,0.0011840351,21.044424,0.9958396,2530.212,0.33237186,239.81499,10099.803,8.192579,10.965578,0.0007894022,3.1346958,-0.49015772,0.99926645,3.7863297,119.86496,119.913536,119.88596,50.37755,50.366035,50.376953,0
5995,0.0019794374,26.761675,0.981464,722.9619,0.30177492,301.744,2865.086,7.417716,10.386457,0.0007880571,3.2581334,-0.3991772,0.9946536,3.7998946,150.74289,150.79301,150.77304,27.01666,27.012482,27.008438,1
859,0.015050986,55.581825,0.9948387,5384.6885,0.5427655,138.43806,21483.172,6.626786,8.522058,0.001099719,2.7046807,-0.5583345,0.9989903,4.103457,69.203995,69.2339,69.21526,73.37634,73.37374,73.37715,0
2236,0.0020066495,21.903378,0.9857556,769.4942,0.3299348,204.5659,3056.0735,7.502065,10.25455,0.0010640111,3.115083,-0.44114324,0.99728525,3.4694145,102.211105,102.246506,102.23638,27.80501,27.81207,27.827139,0
666,0.0021524676,27.466722,0.9601281,344.58984,0.30115414,283.26147,1350.8926,7.151561,10.1637125,0.0007360496,3.2575493,-0.36685997,0.9895364,3.7499256,141.57637,141.63033,141.62485,18.58519,18.589983,18.580112,1
3620,0.018447917,9.652612,0.99719906,1723.5409,0.4832023,121.10706,6884.5107,6.9012737,8.722418,0.0012617335,2.5879495,-0.5618065,0.99915296,3.2005064,60.52402,60.562164,60.485577,41.55063,41.522945,41.60104,0
6119,0.0017508344,28.424562,0.9746399,561.0323,0.28961927,275.02097,2215.7046,7.4179482,10.483266,0.0008330394,3.2984257,-0.3848894,0.9934519,3.8561258,137.41365,137.46298,137.4528,23.758179,23.771166,23.766474,0
6143,0.0018312177,14.029838,0.9953159,1498.6619,0.3835586,138.60063,5980.6177,7.8983727,10.333616,0.0010757302,2.8750162,-0.518546,0.9994081,3.6443837,69.30033,69.35427,69.32119,38.806824,38.79275,38.80557,0
5293,0.0013478122,15.397148,0.99490935,1513.5674,0.36482334,244.43117,6038.8726,8.0225525,10.603375,0.0009728412,2.9243238,-0.5047758,0.99931383,3.3467646,122.11245,122.15832,122.13898,38.99478,39.00443,39.01477,0
2904,0.0043035336,8.938975,0.9840786,280.95132,0.46718308,91.71276,1114.8663,6.7989187,8.890221,0.0019062698,2.5740786,-0.497534,0.99779636,2.769439,45.8264,45.88469,45.835686,16.82206,16.803055,16.811241,0
5759,0.004778007,15.414413,0.97938734,374.66055,0.39048785,181.94295,1483.2278,6.705675,9.159192,0.00094469474,2.8286397,-0.42122704,0.99332625,3.4401128,91.01646,91.02429,90.99681,19.470018,19.483456,19.49921,0
299,0.002038476,32.38094,0.9565145,372.32004,0.2894897,358.27853,1456.8992,7.1714892,10.221672,0.0006751657,3.3685322,-0.35814315,0.98835737,3.6969392,179.1129,179.14664,179.12022,19.30533,19.29341,19.291914,1
2735,0.0020884478,22.376856,0.9728292,411.91428,0.33163926,247.81587,1625.2803,7.2724943,10.108643,0.00090187916,3.1117063,-0.40697172,0.99423355,3.4424512,123.85244,123.89867,123.89739,20.301146,20.323458,20.321186,0
3285,0.0015790457,18.195728,0.9926023,1230.7761,0.35534018,197.77042,4904.909,7.8680944,10.538991,0.00095628825,3.0350914,-0.48139971,0.9988654,3.6181045,98.81373,98.8546,98.84196,35.163216,35.160652,35.179462,0
76,0.0026566528,22.68018,0.95928556,278.71136,0.31613937,233.91763,1092.1653,6.982486,9.864493,0.0010215596,3.1358955,-0.37152654,0.9896215,3.5167754,116.91414,116.94886,116.94821,16.715475,16.732216,16.737389,1
2888,0.0015460289,26.842913,0.98392177,834.9769,0.31479076,349.27246,3313.065,7.6340513,10.554303,0.0006951031,3.2680943,-0.42234042,0.99659365,3.857833,174.55455,174.60297,174.57744,28.928795,28.91813,28.903843,0
2284,0.004453713,37.572895,0.8133021,100.63674,0.27762553,200.09354,364.97406,6.1939616,9.151689,0.0010389965,3.276649,-0.2825195,0.95319396,3.2661502,100.03103,100.045975,100.04315,10.020447,10.040633,10.041796,0
5108,0.015364766,7.929456,0.9961033,1017.9841,0.5171461,85.08124,4064.0068,6.7964916,8.491551,0.0017929197,2.4060295,-0.5785214,0.99929124,3.4457335,42.56466,42.59233,42.57845,31.959553,31.965464,31.959944,0
3680,0.003236187,15.345262,0.99485445,1494.09,0.37742186,356.35205,5961.0146,7.427243,9.807001,0.0008793508,2.8847783,-0.4876664,0.99842227,3.6483152,178.0325,178.05995,178.0379,38.887123,38.88136,38.88202,0
3472,0.0013085192,25.167547,0.9866727,944.9467,0.29879132,238.539,3754.6194,7.871187,10.855628,0.0007913609,3.2412112,-0.43360624,0.9976834,3.9200172,119.186195,119.22085,119.21256,30.802376,30.814726,30.819016,0
349,0.003037471,24.624018,0.94772476,235.67442,0.31489894,203.03223,918.07367,6.8150787,9.672287,0.0010566086,3.1457634,-0.36056954,0.98669827,3.399675,101.506294,101.526764,101.517944,15.364615,15.386062,15.390915,1
5431,0.0029431565,18.111977,0.9762947,382.04337,0.3664031,190.62444,1510.0614,7.106754,9.718962,0.0010433878,2.9463382,-0.42871335,0.9953464,3.4080672,95.316505,95.32915,95.31182,19.533924,19.552382,19.569979,0
3522,0.003126985,17.686539,0.9951941,1840.6775,0.41445997,188.02722,7345.0234,7.726397,10.12949,0.0011041069,2.9776144,-0.5229307,0.9993507,3.4741805,93.92841,93.966,93.95409,42.938744,42.946354,42.957573,0
725,0.0024409369,27.9983,0.9522053,293.03513,0.30113462,287.23227,1144.1422,7.019747,9.959245,0.000841584,3.224988,-0.36619616,0.9885683,3.472258,143.55754,143.61426,143.60895,17.138786,17.143776,17.130318,1
4695,0.002359592,22.237267,0.98819906,943.12445,0.34069893,210.08156,3750.2605,7.428096,10.16355,0.0009966422,3.1386595,-0.4406756,0.9970928,3.4674468,104.928505,104.97133,104.959404,30.794722,30.794464,30.811726,0
2375,0.0013353467,21.710617,0.9891875,1004.1227,0.32552418,185.56944,3994.78,7.848371,10.702732,0.0008350088,3.1459699,-0.45077434,0.99817085,3.7879372,92.742386,92.777084,92.7544,31.698454,31.697208,31.720135,0
1557,0.0029596284,17.817205,0.99637043,2455.5107,0.37537286,158.6601,9804.226,7.9741836,10.483027,0.00091030187,3.020928,-0.52057326,0.9994723,4.0907435,79.29394,79.339966,79.31279,49.606884,49.605892,49.61475,0
3297,0.0049292464,22.899857,0.89395666,108.00322,0.32563993,213.369,409.113,6.248861,8.899075,0.000991865,3.0016859,-0.33893254,0.97592485,3.1840696,106.666695,106.69396,106.6924,10.38522,10.40577,10.407126,0
5331,0.0052190456,9.5481205,0.9970887,1640.9791,0.43912435,117.36641,6554.3687,7.2646255,9.390959,0.0012377147,2.638212,-0.5274225,0.99904895,3.415092,58.703682,58.751434,58.735104,40.595272,40.596786,40.59401,0
3625,0.07981838,5.70433,0.9834866,172.89232,0.62821954,31.653128,685.8649,4.977998,6.041319,0.0032170063,2.0710106,-0.60880613,0.9967433,2.626807,15.759488,15.956936,15.757452,13.218826,13.163059,13.23886,0
3693,0.0017731945,17.414648,0.99717313,3081.7002,0.38474387,171.47318,12309.387,8.194663,10.6509285,0.00091323553,2.976103,-0.53743964,0.999664,3.893289,85.73881,85.77924,85.746445,55.596806,55.598526,55.604023,0
2288,0.008813221,6.3459086,0.9641001,88.47301,0.5175473,103.81962,347.5461,6.0341988,7.871332,0.0026032387,2.3067398,-0.4767171,0.9941839,2.3632553,51.89592,51.9783,51.901802,9.464126,9.398213,9.441639,0
4128,0.004612267,23.124537,0.91028523,128.90317,0.33336064,329.03214,492.48816,6.381692,9.0259905,0.00094281917,3.0060575,-0.35581827,0.98097914,2.9456618,164.49933,164.54074,164.51056,11.366143,11.361321,11.345435,0
715,0.001285006,29.617851,0.98332244,889.0749,0.27958527,298.4727,3526.6816,7.8109593,10.925113,0.00069562846,3.3462174,-0.40850538,0.99640363,4.0529265,149.063,149.10782,149.0952,29.92192,29.918808,29.911562,1
3617,0.012978673,7.1964636,0.994237,624.82465,0.5988261,86.55459,2492.1023,6.8090854,8.392831,0.0019447422,2.265239,-0.6119526,0.9995622,3.18367,43.29747,43.33552,43.302467,25.070202,25.066723,25.056902,0
5069,0.0037570908,11.963217,0.97089076,205.62308,0.39926255,102.63163,810.5291,6.687609,9.045321,0.0017831024,2.7473195,-0.4318063,0.9944313,2.887211,51.27315,51.336887,51.273052,14.401803,14.355956,14.370283,0
1599,0.0022948103,20.356094,0.98101187,536.7687,0.3332282,226.8871,2126.7188,7.3235016,10.124172,0.0008091908,3.077446,-0.41686684,0.99541485,3.7495763,113.45447,113.48329,113.47964,23.259485,23.28053,23.278307,0
6115,0.0015521244,27.520466,0.9759283,571.9813,0.2904666,314.72614,2260.4048,7.4832544,10.525607,0.000724465,3.292642,-0.39127392,0.99423844,3.8523886,157.3096,157.35582,157.34099,23.972517,23.961071,23.949669,0
4295,0.002311331,28.112577,0.9619409,369.54788,0.2972201,288.6719,1450.0789,7.1558847,10.123195,0.0008052075,3.2460885,-0.37612346,0.99100816,3.5978496,144.27458,144.33455,144.32703,19.270466,19.265734,19.258095,0
5277,0.0053743166,17.422882,0.932475,129.03146,0.366013,185.714,498.70297,6.331427,8.793989,0.001433925,2.8070662,-0.38219795,0.986254,2.9906132,92.850334,92.85525,92.84514,11.35404,11.363541,11.379229,0
3855,0.0059036394,7.1945662,0.9868553,273.7907,0.48902276,96.47969,1087.9683,6.5607977,8.503738,0.0025868712,2.4567115,-0.50663954,0.9976345,2.6434133,48.21532,48.267113,48.213005,16.591108,16.567324,16.561014,0
2329,0.0016191534,35.54245,0.96380633,490.99026,0.27021673,277.81488,1928.4186,7.400794,10.599394,0.0007489316,3.430961,-0.3615902,0.9904377,3.962586,138.84901,138.89964,138.89308,22.15653,22.16228,22.151197,0
2468,0.0018292237,54.643234,0.956197,623.5908,0.26330495,238.67719,2439.7202,7.3787336,10.719739,0.0005956222,3.6141999,-0.33800548,0.98706806,4.372341,119.2886,119.32684,119.32289,24.947502,24.961313,24.96048,1
5503,0.0021046125,16.747692,0.994137,1429.0299,0.387942,144.89957,5699.3716,7.7790475,10.248181,0.0010633017,2.9341195,-0.5090961,0.9992002,3.630262,72.43152,72.47627,72.44694,37.866024,37.85244,37.8718,0
5489,0.0024120798,18.763527,0.97649086,399.57596,0.34113282,193.72102,1579.5403,7.2128577,9.930219,0.0011029929,3.019744,-0.41830975,0.9952267,3.4441726,96.853226,96.87019,96.85312,20.048504,20.064411,20.086138,0
