,har_feat0,har_feat1,har_feat2,har_feat3,har_feat4,har_feat5,har_feat6,har_feat7,har_feat8,har_feat9,har_feat10,har_feat11,har_feat12,har_feat13,R-mean,G-mean,B-mean,R-std,G-std,B-std,Label
820,0.0041232468,8.284124,0.99171066,501.3235,0.5309533,389.68445,1997.0098,7.1541996,8.869988,0.0012308237,2.070177,-0.5774897,0.9994219,2.7602513,194.83278,194.83278,194.83278,22.528738,22.528738,22.528738,4
4542,0.0070722173,28.710157,0.9518341,298.1462,0.56948525,57.415222,1163.8746,6.507997,8.229103,0.0036304242,2.1422231,-0.5341632,0.99817115,2.3404508,28.726469,28.726469,28.726469,17.290224,17.290224,17.290224,0
4516,0.0026713545,3.9084024,0.99609965,501.25488,0.48567086,299.87158,2001.1111,7.322338,9.211964,0.0014468052,2.086312,-0.5617655,0.9994115,2.5907507,149.88948,149.88948,149.88948,22.418793,22.418793,22.418793,4
3735,0.02134262,2.2874312,0.93796617,18.442173,0.5777866,202.97166,71.48126,4.9499245,6.2724433,0.0027231572,1.8121345,-0.42034078,0.9741459,2.2625566,101.48319,101.48319,101.48319,4.2982183,4.2982183,4.2982183,0
2646,0.19601914,0.58119375,0.9988253,247.64688,0.8646425,40.25912,990.00635,4.214463,4.5515704,0.0063718953,1.0079362,-0.7448353,0.99751586,2.2998872,20.160915,20.160915,20.160915,15.791775,15.791775,15.791775,0
3466,0.00788701,20.494913,0.9837698,631.9312,0.5717461,50.414646,2507.23,6.622398,8.242656,0.002552994,2.0311642,-0.56491166,0.99891394,2.657706,25.255142,25.255142,25.255142,25.221937,25.221937,25.221937,0
2185,0.007219071,2.8707278,0.98483455,94.693596,0.52700377,192.19029,375.90366,6.189042,7.880223,0.0024030406,1.9179823,-0.50607306,0.99636465,2.4789808,96.07934,96.07934,96.07934,9.745368,9.745368,9.745368,0
3801,0.012732642,4.1258507,0.93781805,33.218388,0.49370316,269.37915,128.7477,5.423789,7.0545797,0.0015476263,2.1365294,-0.3948852,0.9759734,2.4681008,134.67656,134.67656,134.67656,5.7850556,5.7850556,5.7850556,0
1601,0.0030460597,2.6787117,0.9982942,785.59216,0.5607545,153.16562,3139.69,7.5071955,9.056134,0.0022903832,1.8445398,-0.6258385,0.99980676,2.534575,76.57596,76.57596,76.57596,28.075275,28.075275,28.075275,0
1446,0.002126982,3.0505443,0.99924695,2026.3982,0.55344355,194.42303,8102.542,8.085087,9.50484,0.001764195,1.9717833,-0.65743595,0.9999306,2.472421,97.16822,97.16822,97.16822,45.077015,45.077015,45.077015,0
1277,0.035128452,1.879392,0.8831602,8.042329,0.61284053,116.32875,30.289925,4.339125,5.401918,0.0048559224,1.725901,-0.3769977,0.9428199,2.0142994,58.16228,58.16228,58.16228,2.8356266,2.8356266,2.8356266,0
1067,0.006635329,14.120414,0.9596565,174.95816,0.40388936,250.49863,685.7122,6.035589,8.384896,0.0011097165,2.6195107,-0.3669764,0.980246,3.942293,125.246666,125.246666,125.246666,13.216719,13.216719,13.216719,0
2560,0.0071425647,2.3085272,0.99124134,131.8953,0.55763733,149.76314,525.27264,6.342197,7.8951917,0.003106037,1.8015385,-0.54673856,0.9980824,2.3223305,74.88268,74.88268,74.88268,11.514417,11.514417,11.514417,0
1463,0.0031309067,2.6062627,0.99880975,1095.2344,0.5801706,142.3994,4378.331,7.6212144,8.936194,0.0022913087,1.8843954,-0.65188766,0.99986964,2.4138584,71.157234,71.157234,71.157234,33.135796,33.135796,33.135796,0
1012,0.0031576797,4.3079133,0.99375737,344.91202,0.47120717,239.79622,1375.3402,7.069767,9.024927,0.0016630574,2.1461582,-0.53306985,0.9988729,2.6907034,119.929405,119.929405,119.929405,18.552849,18.552849,18.552849,0
2953,0.0032181223,9.524575,0.99100024,529.3815,0.56293553,95.30055,2108.0015,7.3008776,8.937664,0.0029163123,1.9426882,-0.6011313,0.99966323,2.423861,47.650677,47.650677,47.650677,23.044474,23.044474,23.044474,0
4027,0.0025463072,3.692957,0.99831235,1095.8623,0.50974095,305.62265,4379.7563,7.719766,9.505096,0.0014692398,2.0478384,-0.60258603,0.99978465,2.939918,152.74797,152.74797,152.74797,33.239216,33.239216,33.239216,3
3477,0.002947871,67.8964,0.99202174,4255.305,0.48931575,263.41782,16953.324,7.901683,10.161991,0.0010324751,2.9556248,-0.5461835,0.9996151,3.684764,131.63168,131.63168,131.63168,65.240715,65.240715,65.240715,0
1519,0.003754313,2.5791595,0.9987201,1008.23474,0.57999516,124.28878,4030.3599,7.498819,8.800301,0.0024480375,1.8836353,-0.64852965,0.99984205,2.3918478,62.11436,62.11436,62.11436,31.805182,31.805182,31.805182,0
2675,0.0048495354,3.5396657,0.99591756,433.99008,0.5179103,220.08244,1732.4207,7.0056877,8.570618,0.0015490209,2.0516589,-0.56803596,0.99914056,2.534395,110.066696,110.066696,110.066696,20.907814,20.907814,20.907814,0
3875,0.008566817,5.7248845,0.9462964,53.295612,0.44138372,260.18057,207.45757,5.679018,7.7790356,0.0011860569,2.2805715,-0.3727897,0.97698396,2.75062,130.0881,130.0881,130.0881,7.2986765,7.2986765,7.2986765,1
272,0.002083274,5.1210723,0.9973097,952.53314,0.46199563,156.8584,3805.0115,7.6742764,9.692982,0.0018929583,2.2471862,-0.56543225,0.9996085,2.8274875,78.37487,78.37487,78.37487,30.921011,30.921011,30.921011,2
3532,0.025960939,2.4297206,0.90738803,13.127988,0.57665914,185.08813,50.08223,4.725611,5.9683957,0.0025139297,1.8428111,-0.39060402,0.95959145,2.1857421,92.547714,92.547714,92.547714,3.631095,3.631095,3.631095,0
2859,0.0060128653,3.7700386,0.98636836,138.3503,0.5030155,249.8905,549.63116,6.421247,8.0654745,0.0018521394,2.0839033,-0.50946754,0.99685436,2.4590147,124.912476,124.912476,124.912476,11.77914,11.77914,11.77914,0
1155,0.12624854,0.6867657,0.78439677,1.593563,0.7477423,2.6461444,5.687486,2.8839087,3.5927567,0.026744217,1.1914175,-0.31523818,0.8163492,1.540343,1.3259584,1.3259584,1.3259584,1.267467,1.267467,1.267467,0
696,0.0040648403,5.6137953,0.9876089,226.49153,0.43597582,247.31432,900.3523,6.756469,8.8953495,0.0014770954,2.3019335,-0.47756964,0.9969124,2.8362164,123.63989,123.63989,123.63989,15.039762,15.039762,15.039762,4
3133,0.003988581,2.1720243,0.9982705,628.40814,0.6104114,91.263626,2511.4604,7.2842407,8.605187,0.0028919864,1.6742529,-0.6517967,0.9998312,2.4987574,45.659466,45.659466,45.659466,25.127247,25.127247,25.127247,0
71,0.0038496428,9.687033,0.96462524,136.93654,0.37214953,203.92563,538.05914,6.480577,8.974508,0.0013392506,2.6267664,-0.3894717,0.9886586,3.2082832,101.94816,101.94816,101.94816,11.708067,11.708067,11.708067,1
3435,0.011881067,2.3700898,0.9655267,34.40999,0.5562658,195.07286,135.26987,5.4651003,7.0234966,0.0024358595,1.8019712,-0.45959824,0.98894614,2.3188827,97.52873,97.52873,97.52873,5.8840227,5.8840227,5.8840227,0
149,0.0024409501,5.3670382,0.99438465,477.99994,0.44646853,231.0039,1906.6327,7.37427,9.461081,0.0015503075,2.2591805,-0.53445584,0.9991822,2.7777896,115.507744,115.507744,115.507744,21.879688,21.879688,21.879688,1
3442,0.0020821905,5.6416216,0.99899685,2813.4246,0.45351574,219.05414,11248.057,8.291366,10.358761,0.0013192605,2.3177948,-0.599445,0.99988717,2.8891332,109.46305,109.46305,109.46305,53.122948,53.122948,53.122948,3
2287,0.008616391,2.915179,0.9784689,67.69546,0.5257855,213.09642,267.86664,5.904256,7.6052737,0.0022591485,1.9287271,-0.47674865,0.99354357,2.4999735,106.52221,106.52221,106.52221,8.2272415,8.2272415,8.2272415,0
4664,0.004982636,3.147014,0.9937119,250.36554,0.52962554,167.00558,998.3151,6.8522725,8.5465555,0.0021074763,1.938817,-0.5601281,0.9990265,2.566014,83.48042,83.48042,83.48042,15.847936,15.847936,15.847936,0
44,0.0039060125,1.9834054,0.9986902,757.9388,0.5959841,158.61423,3029.7717,7.4120145,8.803147,0.0027916287,1.7114292,-0.6456899,0.9998287,2.296458,79.275955,79.275955,79.275955,27.599308,27.599308,27.599308,2
1347,0.0059169168,3.0070117,0.998318,894.2658,0.58756584,83.14873,3574.0562,7.126557,8.5622225,0.0031126055,1.7852085,-0.6296197,0.9997308,2.4704587,41.58939,41.58939,41.58939,29.943264,29.943264,29.943264,0
102,0.0029330533,6.311926,0.9964863,898.9904,0.4336195,199.60748,3589.6497,7.3207636,9.487663,0.0012813103,2.352668,-0.5192407,0.99893963,3.024411,99.8761,99.8761,99.8761,30.066492,30.066492,30.066492,1
101,0.0047627036,6.063274,0.979976,151.41328,0.44873667,242.12839,599.5899,6.4650903,8.541844,0.0013242034,2.2741218,-0.46115366,0.9951947,3.010503,121.038445,121.038445,121.038445,12.308575,12.308575,12.308575,1
5087,0.15013146,0.626703,0.9847122,20.52129,0.78066576,4.967807,81.45845,3.4484088,4.045491,0.01678854,1.177185,-0.51853925,0.96375644,1.8461928,2.491706,2.491706,2.491706,4.5462074,4.5462074,4.5462074,0
3906,0.003717294,3.735032,0.9989553,1788.308,0.49669635,292.51932,7149.497,7.324662,9.157627,0.0014431442,2.0712862,-0.57309365,0.99951017,2.7197526,146.20163,146.20163,146.20163,42.332283,42.332283,42.332283,0
460,0.0026847648,6.97602,0.9960659,887.4723,0.41480213,223.7476,3542.913,7.3617377,9.611045,0.0014624593,2.4273958,-0.5091728,0.9988063,3.0572937,111.79038,111.79038,111.79038,29.877197,29.877197,29.877197,2
90,0.006214639,4.9085555,0.96865964,78.32573,0.46024245,194.05128,308.39435,6.0803833,8.110846,0.0019895092,2.2087526,-0.43161955,0.99054766,2.720322,97.036354,97.036354,97.036354,8.856287,8.856287,8.856287,1
1894,0.0028133183,4.994272,0.99730617,926.9909,0.5034725,281.45062,3702.9695,7.3865676,9.2157345,0.0013044314,2.0513804,-0.57597685,0.99954975,2.5712962,140.74216,140.74216,140.74216,30.44893,30.44893,30.44893,3
3407,0.006744368,2.8539712,0.9987272,1121.6361,0.62672865,96.35426,4483.6904,7.387046,8.503361,0.002403727,1.912239,-0.6745017,0.99987984,2.6476555,48.18179,48.18179,48.18179,33.525867,33.525867,33.525867,0
2884,0.19474989,0.46669152,0.99597657,58.06659,0.84004813,9.159261,231.79967,3.9363906,4.36068,0.013282137,1.0169715,-0.6856252,0.9937988,1.6636883,4.5950155,4.5950155,4.5950155,7.6487856,7.6487856,7.6487856,0
3220,0.0054169665,3.4767492,0.9908411,190.03917,0.5230862,153.24417,756.67993,6.6698804,8.234042,0.0023113703,2.027641,-0.5447681,0.9983727,2.4819639,76.62641,76.62641,76.62641,13.830761,13.830761,13.830761,0
4107,0.00272585,4.746512,0.9969012,766.0621,0.46758783,313.12985,3059.5017,7.462758,9.439411,0.0012570705,2.1928496,-0.5577213,0.9994574,2.8406947,156.52441,156.52441,156.52441,27.69222,27.69222,27.69222,1
4800,0.0048583434,2.4993412,0.99640113,347.4847,0.55668736,372.77682,1387.4395,6.831787,8.394575,0.0015635011,1.8504716,-0.580981,0.9992417,2.483813,186.3249,186.3249,186.3249,18.68107,18.68107,18.68107,3
556,0.0031323845,6.4026394,0.99181443,391.30554,0.44448972,306.23163,1558.8195,7.1706705,9.29667,0.0011552338,2.3275256,-0.51351094,0.9986781,2.8091347,153.12782,153.12782,153.12782,19.816418,19.816418,19.816418,4
4937,0.024604218,83.694496,0.9241813,552.36584,0.5082581,34.45795,2125.769,5.6474676,7.5179996,0.002173975,2.7337544,-0.40446728,0.9832095,2.7109697,17.280031,17.280031,17.280031,23.571241,23.571241,23.571241,0
642,0.0030797077,3.4182293,0.9971195,593.9093,0.5065237,180.58755,2372.219,7.3624578,9.159802,0.0019413095,2.01326,-0.5789814,0.9995626,2.5243683,90.27087,90.27087,90.27087,24.443552,24.443552,24.443552,3
3888,0.020576654,3.6903036,0.8877848,16.455626,0.51350886,209.44147,62.1322,4.847356,6.369836,0.002093147,2.07379,-0.3383562,0.9419007,2.4618118,104.72792,104.72792,104.72792,4.065366,4.065366,4.065366,0
112,0.0057146624,4.2732973,0.98380834,132.00505,0.47417113,230.18733,523.74695,6.328685,8.272391,0.0018190492,2.1323879,-0.47307462,0.9952611,2.6488023,115.122795,115.122795,115.122795,11.5046,11.5046,11.5046,2
359,0.003248471,2.7092493,0.99909073,1491.5973,0.5466037,220.86848,5963.68,7.6157804,9.224257,0.0019569513,1.8777056,-0.623661,0.9998151,2.3900945,110.35828,110.35828,110.35828,38.71681,38.71681,38.71681,4
458,0.00331982,4.935908,0.9912393,281.79904,0.45348695,272.13562,1122.2603,6.972493,9.022213,0.0014751424,2.2236192,-0.51053476,0.9983198,2.7607322,136.06656,136.06656,136.06656,16.804604,16.804604,16.804604,2
3143,0.0042820796,5.202226,0.9835879,158.57211,0.44344828,300.34787,629.0862,6.586808,8.677046,0.0014009923,2.2564402,-0.47016358,0.9960856,2.7746015,150.13834,150.13834,150.13834,12.612519,12.612519,12.612519,0
1713,0.0050809435,3.1118898,0.9967518,479.35492,0.5500486,127.926926,1914.3077,6.932834,8.331952,0.0026355442,1.9972274,-0.59013563,0.9993211,2.39362,63.93782,63.93782,63.93782,21.942173,21.942173,21.942173,0
4112,0.0038181145,3.2599776,0.99522376,341.54272,0.5102073,243.0163,1362.911,7.011,8.787328,0.0017124384,1.9910743,-0.55791426,0.9991469,2.5176125,121.522545,121.522545,121.522545,18.524944,18.524944,18.524944,0
1189,0.0034806572,3.1169388,0.9968173,490.01727,0.5354331,180.65721,1956.9523,7.1409864,8.806307,0.0020809537,1.929742,-0.5862091,0.9994926,2.5700164,90.31051,90.31051,90.31051,22.175478,22.175478,22.175478,0
5066,0.0085066315,3.3298533,0.97259104,60.746403,0.50588214,212.61148,239.65575,5.840132,7.634598,0.002138061,2.0016346,-0.45174143,0.9910636,2.558591,106.311295,106.311295,106.311295,7.796259,7.796259,7.796259,0
584,0.0027626536,5.284137,0.9928621,370.28445,0.44774574,298.18927,1475.8536,7.187794,9.2676115,0.0013539778,2.2562222,-0.52195895,0.99881506,2.7635202,149.04205,149.04205,149.04205,19.262743,19.262743,19.262743,4
3399,0.007695572,2.899625,0.9787871,68.38623,0.5259694,238.9799,270.6453,5.9411173,7.6430798,0.0022041732,1.9243287,-0.48089716,0.9940351,2.456505,119.49238,119.49238,119.49238,8.28454,8.28454,8.28454,0
4414,0.0064970516,3.8590796,0.9770585,84.13759,0.4845073,231.75208,332.69128,6.1459775,8.040137,0.0019721198,2.0864496,-0.4635522,0.9939077,2.6250098,115.87325,115.87325,115.87325,9.185137,9.185137,9.185137,0
1031,0.012878898,3.3758733,0.9619458,44.36845,0.52640694,208.4957,174.09793,5.5191627,7.0641847,0.0018004923,2.0078235,-0.43935183,0.98584545,2.5014951,104.24674,104.24674,104.24674,6.667905,6.667905,6.667905,0
1664,0.0362709,1.8580334,0.9861812,67.28827,0.68400115,36.948986,267.29504,5.026377,6.0303197,0.007378664,1.3824062,-0.57975954,0.9953938,2.131717,18.490711,18.490711,18.490711,8.228618,8.228618,8.228618,0
2592,0.005478755,2.842284,0.9896953,137.93515,0.52591056,158.4189,548.8983,6.4833574,8.175601,0.0027681761,1.9145087,-0.53156906,0.997994,2.4343474,79.20561,79.20561,79.20561,11.751647,11.751647,11.751647,0
242,0.0030506207,4.367402,0.9940309,365.91693,0.4876035,243.94734,1459.3003,7.164117,9.060468,0.001720425,2.097918,-0.5494447,0.9991682,2.5688186,121.94286,121.94286,121.94286,19.143349,19.143349,19.143349,4
3516,0.00506351,2.9105785,0.99468344,274.01794,0.52347004,199.87866,1093.1611,6.726339,8.432088,0.0024054504,1.9278141,-0.54890794,0.99872583,2.426423,99.88129,99.88129,99.88129,16.60673,16.60673,16.60673,0
312,0.045032114,5.628387,0.9987849,2317.0725,0.5386974,123.183395,9262.662,7.1386595,8.90784,0.0016093637,2.3246124,-0.60646105,0.9996877,3.0572562,61.59089,61.59089,61.59089,48.201653,48.201653,48.201653,3
4335,0.005469989,4.694227,0.9994,3912.2952,0.4922597,199.8295,15644.486,8.144244,10.029634,0.0013368856,2.2247565,-0.6216145,0.9999096,2.9358895,99.827675,99.827675,99.827675,62.56046,62.56046,62.56046,4
4546,0.0054447865,3.045394,0.9891702,140.67973,0.52241886,229.6446,559.6735,6.4970646,8.215684,0.0020129366,1.9390013,-0.5281222,0.9979048,2.4662082,114.81628,114.81628,114.81628,11.879943,11.879943,11.879943,0
737,0.0032257389,5.6331754,0.9891426,259.4653,0.44059208,195.81133,1032.228,6.918068,9.039958,0.0017497819,2.2949884,-0.4939582,0.9978178,2.8465288,97.87649,97.87649,97.87649,16.115852,16.115852,16.115852,1
2524,0.0049804696,1.7443025,0.9995054,1764.0087,0.64882445,136.25806,7054.2905,7.6234555,8.645103,0.0024320236,1.6758481,-0.70113426,0.9999394,2.2748604,68.13871,68.13871,68.13871,42.047253,42.047253,42.047253,0
2118,0.0049919407,3.564523,0.9881761,150.80159,0.49315992,242.22298,599.6418,6.48136,8.325113,0.0019410015,2.0400794,-0.50496686,0.9972166,2.5594077,121.09261,121.09261,121.09261,12.2971,12.2971,12.2971,0
1723,0.0036384717,2.4426634,0.9984561,791.2486,0.570768,134.82187,3162.5518,7.3592105,8.864151,0.0023263427,1.8261007,-0.62466276,0.99976873,2.568526,67.39936,67.39936,67.39936,28.145704,28.145704,28.145704,0
4073,0.002767455,3.9061947,0.9994272,3410.8003,0.552177,208.22337,13639.295,8.176795,9.584529,0.0014421064,2.1103978,-0.66319615,0.99994624,2.6088357,104.096825,104.096825,104.096825,58.45908,58.45908,58.45908,0
